,Stations,LAT,LON,ShinjukuMade,ShinjukuDist,TokyoMade,TokyoDist,ShibuyaMade,ShibuyaDist,IkebukuroMade,IkebukuroDist,UenoMade,UenoDist,ShinagawaMade,ShinagawaDist,Lat_Lon
415,三越前駅,35.687157,139.77357,21.86666666666667,10.2 km,5.6,1.2 km,19.916666666666668,11.4 km,20.566666666666666,12.2 km,6.666666666666668,3.0 km,16.85,8.7 km,"35.687157, 139.77357"
416,御成門駅,35.660564,139.75124,23.63333333333333,7.5 km,7.45,3.0 km,15.45,6.9 km,25.91666666666667,14.7 km,13.033333333333333,7.7 km,16.383333333333333,4.7 km,"35.660564, 139.75124"
417,巣鴨新田駅,35.735695,139.72769,25.55,7.0 km,19.683333333333334,10.9 km,29.28333333333333,17.7 km,12.5,2.7 km,23.816666666666666,6.6 km,29.1,18.0 km,"35.735695, 139.72769"
418,南新宿駅,35.68369000000001,139.69891,4.833333333333333,1.0 km,21.35,9.0 km,13.2,3.9 km,24.16666666666667,6.5 km,32.583333333333336,9.8 km,27.48333333333333,16.6 km,"35.68369000000001, 139.69891"
419,天王洲アイル駅,35.62044,139.75081,25.33333333333333,16.2 km,11.916666666666664,7.4 km,20.15,10.3 km,30.316666666666666,19.6 km,16.733333333333334,11.1 km,6.866666666666666,1.8 km,"35.62044, 139.75081"
420,お台場海浜公園駅,35.62975,139.77867,24.266666666666666,17.0 km,10.833333333333336,8.2 km,19.066666666666666,11.0 km,29.23333333333333,20.4 km,15.65,11.9 km,16.7,7.0 km,"35.62975, 139.77867"
421,東京駅,35.681236,139.76712,24.6,7.7 km,0.0,0 km,18.28333333333333,9.1 km,22.0,11.4 km,11.3,4.0 km,20.4,9.6 km,"35.681236, 139.76712"
422,鮫洲駅,35.60503,139.74223,30.15,22.6 km,16.716666666666665,13.8 km,26.55,9.3 km,35.11666666666667,26.0 km,21.53333333333333,17.5 km,14.166666666666664,4.0 km,"35.60503, 139.74223"
423,亀戸水神駅,35.700096,139.83348,37.0,16.2 km,17.433333333333334,8.6 km,30.16666666666667,17.9 km,31.35,24.1 km,20.316666666666666,5.9 km,27.1,15.1 km,"35.700096, 139.83348"
424,銀座駅,35.671726,139.76445,20.83333333333333,6.8 km,5.383333333333334,1.2 km,18.55,9.2 km,23.61666666666667,14.2 km,10.033333333333333,5.8 km,15.483333333333333,6.4 km,"35.671726, 139.76445"
425,淡路町駅,35.69495999999999,139.76746,23.066666666666666,6.8 km,6.866666666666666,1.6 km,18.75,11.5 km,23.55,10.4 km,8.683333333333334,2.2 km,19.15,10.2 km,"35.69495999999999, 139.76746"
426,築地市場駅,35.66488,139.76688000000001,22.9,10.7 km,6.466666666666668,2.6 km,16.816666666666666,9.0 km,22.95,14.3 km,9.366666666666667,5.8 km,13.733333333333333,6.3 km,"35.66488, 139.76688"
427,下神明駅,35.6088,139.72623000000002,25.1,11.7 km,24.18333333333333,11.1 km,22.63333333333333,6.8 km,36.66666666666666,23.3 km,29.016666666666666,14.8 km,16.983333333333334,4.4 km,"35.6088, 139.72623000000002"
428,竹ノ塚,35.79264000000001,139.7946,38.96666666666667,23.3 km,34.55,15.2 km,41.28333333333333,26.7 km,30.7,18.2 km,26.95,10.6 km,42.48333333333333,21.5 km,"35.79264000000001, 139.7946"
429,東あずま駅,35.7071,139.83191000000002,38.18333333333333,16.9 km,18.6,9.3 km,29.58333333333333,20.4 km,29.86666666666667,23.1 km,20.116666666666667,5.5 km,28.266666666666666,15.8 km,"35.7071, 139.83191000000002"
430,町屋二丁目駅,35.743927,139.77643,29.63333333333333,18.1 km,23.8,10.2 km,32.13333333333333,21.5 km,21.55,13.0 km,16.2,5.5 km,31.716666666666665,16.4 km,"35.743927, 139.77643"
431,東尾久三丁目駅,35.745647,139.77388,28.316666666666666,17.8 km,25.15,10.4 km,30.816666666666666,21.2 km,20.233333333333334,12.7 km,17.55,5.7 km,33.06666666666667,16.7 km,"35.745647, 139.77388"
432,大崎広小路駅,35.62263499999999,139.72267,28.61666666666667,9.5 km,14.833333333333336,11.0 km,15.0,4.5 km,24.78333333333333,15.1 km,19.666666666666668,14.7 km,13.633333333333333,3.5 km,"35.62263499999999, 139.72267"
433,町屋駅前駅,35.74279,139.78088,33.4,18.7 km,22.9,9.2 km,32.13333333333333,20.1 km,25.3,13.6 km,15.283333333333333,4.6 km,30.816666666666666,15.5 km,"35.74279, 139.78088"
434,新宿西口駅,35.69329000000001,139.69913,0.7666666666666667,0.2 km,21.266666666666666,11.2 km,15.916666666666664,4.8 km,20.466666666666665,5.6 km,30.61666666666667,8.7 km,27.23333333333333,16.5 km,"35.69329000000001, 139.69913"
435,東京国際クルーズターミナル駅,35.62134000000001,139.77322,26.53333333333333,18.3 km,13.116666666666667,9.5 km,21.35,12.4 km,31.516666666666666,21.7 km,17.933333333333334,13.2 km,18.983333333333334,8.3 km,"35.62134000000001, 139.77322"
436,和光市駅,35.788334000000006,139.61282,35.31666666666667,21.4 km,33.583333333333336,24.0 km,37.96666666666667,24.7 km,27.38333333333333,16.3 km,38.333333333333336,22.7 km,43.0,31.1 km,"35.788334000000006, 139.61282"
437,日本橋駅,35.68209500000001,139.77528,20.53333333333333,9.9 km,5.45,1.0 km,20.016666666666666,10.6 km,19.233333333333334,11.9 km,7.683333333333334,4.6 km,16.95,7.8 km,"35.68209500000001, 139.77528"
438,汐留駅,35.6629,139.75996,21.75,7.1 km,5.7666666666666675,2.7 km,15.8,8.2 km,24.23333333333333,14.4 km,11.35,7.3 km,12.733333333333333,5.5 km,"35.6629, 139.75996"
439,新御茶ノ水駅,35.69693400000001,139.76543,23.466666666666665,6.8 km,8.266666666666667,2.0 km,19.016666666666666,11.5 km,20.816666666666666,11.0 km,9.516666666666667,2.2 km,19.28333333333333,9.8 km,"35.69693400000001, 139.76543"
440,荒川二丁目駅,35.738566999999996,139.78471000000002,31.68333333333333,18.4 km,19.133333333333333,8.5 km,28.36666666666667,19.4 km,26.78333333333333,12.6 km,11.533333333333333,3.8 km,27.05,14.8 km,"35.738567, 139.78471000000002"
441,京橋駅,35.6767,139.77,23.25,7.5 km,2.5,0.6 km,18.233333333333334,10.3 km,21.5,12.8 km,7.666666666666668,4.6 km,15.166666666666664,7.6 km,"35.6767, 139.77"
442,宝町駅,35.67562,139.77211,24.13333333333333,7.7 km,3.3833333333333333,0.8 km,17.7,9.7 km,20.4,13.0 km,6.816666666666666,4.5 km,14.633333333333333,7.0 km,"35.67562, 139.77211"
443,浦安駅,35.665653000000006,139.89334,37.95,29.5 km,25.75,19.5 km,32.35,27.6 km,42.03333333333333,37.5 km,29.23333333333333,23.4 km,33.4,22.7 km,"35.665653000000006, 139.89334"
444,明治神宮前駅,35.66847,139.70538,9.766666666666667,2.8 km,19.916666666666668,6.8 km,3.716666666666667,1.2 km,25.83333333333333,7.7 km,27.18333333333333,11.6 km,26.6,8.2 km,"35.66847, 139.70538"
445,足立小台駅,35.75462,139.7704,27.6,18.6 km,24.8,10.5 km,30.1,21.9 km,19.516666666666666,13.5 km,17.2,5.8 km,32.71666666666667,16.7 km,"35.75462, 139.7704"
446,大手町駅,35.68535,139.76328,22.33333333333333,7.4 km,4.816666666666666,1.2 km,20.45,9.5 km,19.55,10.7 km,9.883333333333333,4.0 km,19.166666666666668,9.7 km,"35.68535, 139.76328"
447,大井競馬場前駅,35.595646,139.74695,25.61666666666667,16.1 km,15.9,14.1 km,23.11666666666667,15.0 km,32.95,21.8 km,20.716666666666665,17.8 km,14.366666666666667,4.4 km,"35.595646, 139.74695"
448,堀切駅,35.74329,139.81743,29.18333333333333,21.1 km,16.966666666666665,11.1 km,27.95,22.1 km,25.716666666666665,19.8 km,16.666666666666668,6.4 km,26.63333333333333,17.5 km,"35.74329, 139.81743"
449,東池袋四丁目駅,35.7254,139.72041000000002,20.1,5.7 km,13.816666666666665,8.6 km,23.41666666666667,15.4 km,10.283333333333333,2.1 km,18.58333333333333,7.3 km,23.23333333333333,15.7 km,"35.7254, 139.72041000000002"
450,新庚申塚駅,35.741325,139.73044,21.45,11.5 km,19.566666666666666,14.2 km,23.95,14.9 km,13.816666666666665,3.2 km,21.466666666666665,6.2 km,28.98333333333333,21.2 km,"35.741325, 139.73044"
451,栄町駅,35.7509,139.7422,24.216666666666665,13.5 km,22.33333333333333,16.2 km,26.716666666666665,16.9 km,16.133333333333333,8.4 km,21.416666666666668,6.9 km,31.75,23.2 km,"35.7509, 139.7422"
452,学習院下駅,35.7166,139.7126,13.116666666666667,3.5 km,16.983333333333334,9.5 km,22.1,6.8 km,7.4833333333333325,2.0 km,22.4,6.8 km,26.4,16.6 km,"35.7166, 139.7126"
453,京成関屋駅,35.743942,139.8118,28.35,20.6 km,16.15,10.6 km,26.45,20.9 km,24.88333333333333,19.4 km,16.316666666666666,5.4 km,25.816666666666666,17.1 km,"35.743942, 139.8118"
454,日比谷駅,35.67436,139.75961,19.683333333333334,6.5 km,5.5,1.3 km,13.55,6.3 km,22.966666666666665,12.1 km,12.65,7.5 km,17.8,8.2 km,"35.67436, 139.75961"
455,大泉第一小学校,35.765827,139.59917,40.81666666666667,14.4 km,38.68333333333333,26.4 km,47.75,22.0 km,32.46666666666667,18.6 km,43.43333333333333,25.0 km,48.08333333333334,33.4 km,"35.765827, 139.59917"
456,王子駅前駅,35.75298,139.73803999999998,25.11666666666667,12.6 km,29.48333333333333,9.4 km,27.61666666666667,16.0 km,17.25,4.4 km,22.3,7.0 km,32.65,22.4 km,"35.75298, 139.73803999999998"
457,本木新道,35.76361,139.7838,27.18333333333333,17.9 km,28.18333333333333,11.8 km,29.68333333333333,21.2 km,19.1,12.8 km,20.58333333333333,7.1 km,30.716666666666665,22.1 km,"35.76361, 139.7838"
458,小川町駅,35.6952,139.7669,24.2,6.9 km,7.466666666666668,1.7 km,23.016666666666666,13.1 km,23.6,10.4 km,8.733333333333333,2.2 km,19.95,10.4 km,"35.6952, 139.7669"
459,新日本橋駅,35.689014,139.77426,27.3,8.1 km,5.183333333333334,1.1 km,19.5,11.5 km,21.966666666666665,12.5 km,5.316666666666666,2.7 km,16.433333333333334,8.7 km,"35.689014, 139.77426"
460,西武新宿駅,35.695366,139.70003,2.9833333333333334,0.6 km,22.93333333333333,11.4 km,17.0,4.8 km,20.25,5.5 km,29.66666666666667,8.5 km,28.91666666666667,16.8 km,"35.695366, 139.70003"
461,荒川七丁目駅,35.741929999999996,139.78421,32.833333333333336,18.8 km,20.28333333333333,8.9 km,29.516666666666666,19.7 km,27.566666666666666,14.1 km,12.683333333333335,4.2 km,28.2,15.2 km,"35.74193, 139.78421"
462,大泉学園町四丁目,35.76708,139.5948,43.16666666666666,14.7 km,39.73333333333333,26.7 km,50.08333333333334,22.2 km,33.53333333333333,18.9 km,44.48333333333333,25.3 km,49.15,33.8 km,"35.76708, 139.5948"
463,大杉三丁目,35.70548,139.88225,37.15,21.0 km,17.583333333333332,13.4 km,28.566666666666666,24.4 km,34.5,26.2 km,27.08333333333333,12.8 km,27.25,19.9 km,"35.70548, 139.88225"
464,庚申塚駅,35.739452,139.72966,26.466666666666665,7.3 km,21.383333333333333,14.5 km,25.766666666666666,15.2 km,13.416666666666664,3.0 km,22.566666666666666,6.3 km,30.8,21.5 km,"35.739452, 139.72966"
465,宮ノ前駅,35.749817,139.76617,27.35,17.6 km,26.53333333333333,10.2 km,29.85,20.9 km,19.266666666666666,12.5 km,18.933333333333334,5.5 km,34.45,16.5 km,"35.749817, 139.76617"
466,川崎駅,35.531364,139.69688,45.76666666666666,20.6 km,32.75,19.6 km,40.833333333333336,22.9 km,50.03333333333333,34.6 km,37.583333333333336,23.3 km,37.48333333333333,13.4 km,"35.531364, 139.69688"
467,荒川車庫前駅,35.7509,139.75273,24.966666666666665,14.1 km,23.03333333333333,16.6 km,27.4,17.3 km,16.816666666666666,8.9 km,20.3,6.2 km,32.43333333333333,23.7 km,"35.7509, 139.75273"
468,大塚駅前駅,35.73183,139.7281,26.716666666666665,7.1 km,18.53333333333333,10.7 km,28.13333333333333,17.5 km,13.466666666666667,2.8 km,23.1,6.5 km,27.95,17.7 km,"35.73183, 139.7281"
469,大杉第二小学校,35.70673,139.88118,37.266666666666666,21.0 km,17.683333333333334,13.4 km,28.66666666666667,24.5 km,33.71666666666667,26.1 km,27.18333333333333,12.9 km,27.35,19.9 km,"35.70673, 139.88118"
470,上野広小路駅,35.707879999999996,139.77298000000002,28.266666666666666,8.3 km,12.75,3.2 km,25.33333333333333,13.1 km,25.18333333333333,10.5 km,2.4166666666666665,0.5 km,21.166666666666668,11.6 km,"35.70788, 139.77298000000002"
471,狛江駅,35.632355,139.57733000000002,37.0,17.1 km,38.73333333333333,24.2 km,30.466666666666665,13.9 km,45.61666666666667,22.8 km,43.55,27.9 km,43.9,24.4 km,"35.632355, 139.57733000000002"
472,荒川遊園地前駅,35.75065,139.7575,26.33333333333333,14.5 km,27.2,10.6 km,28.816666666666666,17.9 km,18.233333333333334,9.4 km,19.6,5.9 km,33.85,24.2 km,"35.75065, 139.7575"
473,滝野川一丁目駅,35.747288,139.73541,23.75,12.0 km,28.28333333333333,8.7 km,26.25,15.4 km,15.883333333333333,3.8 km,21.1,6.4 km,31.28333333333333,21.8 km,"35.747288, 139.73541"
474,飛鳥山駅,35.75012,139.73735,23.4,12.2 km,21.516666666666666,14.9 km,25.9,15.6 km,15.533333333333333,4.0 km,23.2,6.9 km,30.93333333333333,22.0 km,"35.75012, 139.73735"
475,葛飾車庫,35.7793,139.8521,37.18333333333333,27.4 km,24.966666666666665,17.4 km,40.16666666666666,29.7 km,29.58333333333333,21.2 km,32.7,13.1 km,34.63333333333333,23.9 km,"35.7793, 139.8521"
476,市川駅,35.72882,139.9082,38.083333333333336,30.4 km,25.86666666666667,20.4 km,36.18333333333333,30.7 km,39.03333333333333,27.5 km,36.0,17.3 km,35.53333333333333,26.9 km,"35.72882, 139.9082"
477,山下駅,35.6538,139.6466,19.616666666666667,8.2 km,31.16666666666667,21.7 km,21.83333333333333,6.4 km,28.23333333333333,13.9 km,33.8,22.1 km,36.31666666666667,21.8 km,"35.6538, 139.6466"
478,有楽町駅,35.67492,139.76282,20.616666666666667,6.6 km,3.9166666666666665,0.9 km,18.733333333333334,8.7 km,23.86666666666667,12.0 km,11.466666666666667,5.6 km,16.266666666666666,7.8 km,"35.67492, 139.76282"
479,和泉多摩川駅,35.627296,139.57363999999998,39.06666666666667,16.9 km,37.71666666666667,24.8 km,29.45,14.5 km,47.68333333333333,22.6 km,42.53333333333333,28.5 km,42.86666666666667,25.0 km,"35.627296, 139.57363999999998"
480,新豊洲駅,35.648711999999996,139.79022,27.066666666666666,17.3 km,13.833333333333336,6.0 km,19.366666666666667,13.6 km,26.95,20.9 km,16.916666666666668,8.7 km,18.8,8.7 km,"35.648712, 139.79022"
481,荒川一中前駅,35.73376,139.78885,30.36666666666667,18.0 km,17.816666666666666,8.1 km,27.066666666666666,18.9 km,27.68333333333333,12.8 km,10.216666666666667,3.4 km,25.75,14.4 km,"35.73376, 139.78885"
482,都民農園,35.773379999999996,139.5863,42.45,24.5 km,40.56666666666667,27.2 km,44.95,27.9 km,34.35,19.5 km,45.31666666666667,25.9 km,49.98333333333333,34.3 km,"35.77338, 139.5863"
483,花畑３丁目,35.803574,139.81187,40.4,30.8 km,38.583333333333336,16.5 km,45.3,28.0 km,34.71666666666667,19.5 km,30.98333333333333,11.8 km,46.5,22.8 km,"35.803574, 139.81187"
484,同潤会,35.66685,139.70949,15.133333333333333,3.3 km,19.383333333333333,6.4 km,7.05,1.6 km,29.13333333333333,13.0 km,26.65,11.1 km,26.066666666666666,7.7 km,"35.66685, 139.70949"
485,菊地外科,35.644108,139.29367,48.61666666666667,42.1 km,59.35,50.3 km,54.11666666666667,45.0 km,57.23333333333333,47.8 km,62.78333333333333,56.0 km,65.31666666666666,55.7 km,"35.644108, 139.29367"
486,西ヶ原四丁目駅,35.74423200000001,139.73268000000002,22.716666666666665,11.7 km,20.83333333333333,14.4 km,25.216666666666665,15.1 km,14.85,3.4 km,23.05,6.9 km,30.25,21.4 km,"35.74423200000001, 139.73268000000002"
487,三ノ輪橋駅,35.73220999999999,139.79152,33.166666666666664,22.2 km,16.366666666666667,7.5 km,25.6,18.4 km,26.61666666666667,17.5 km,8.766666666666667,2.8 km,24.28333333333333,13.8 km,"35.73220999999999, 139.79152"
488,西長久保,35.77391,139.5908,41.25,24.1 km,39.36666666666667,26.8 km,43.75,27.5 km,33.166666666666664,19.0 km,44.13333333333333,25.5 km,48.78333333333333,33.9 km,"35.77391, 139.5908"
489,都営住宅前,35.78549,139.8555,40.15,28.2 km,27.93333333333333,18.2 km,43.13333333333333,30.5 km,32.55,22.0 km,35.666666666666664,13.9 km,37.6,24.7 km,"35.78549, 139.8555"
490,樫ノ木公園前,35.8027,139.8175,38.68333333333333,29.9 km,26.466666666666665,19.9 km,41.66666666666666,32.2 km,35.35,19.9 km,31.61666666666667,12.2 km,47.13333333333333,23.2 km,"35.8027, 139.8175"
491,朝霞駅,35.79711500000001,139.60019,41.3,22.9 km,39.98333333333333,25.2 km,44.36666666666667,25.9 km,33.766666666666666,17.5 km,44.73333333333333,23.9 km,49.38333333333333,32.3 km,"35.79711500000001, 139.60019"
492,大杉小学校前,35.70617,139.8737,38.56666666666667,19.9 km,19.0,12.3 km,29.966666666666665,23.4 km,34.05,25.4 km,28.5,11.7 km,28.66666666666667,18.8 km,"35.70617, 139.8737"
493,有明駅,35.634563,139.79332,26.516666666666666,18.2 km,13.083333333333336,9.4 km,21.316666666666666,12.2 km,27.35,20.3 km,17.9,13.1 km,18.95,8.2 km,"35.634563, 139.79332"
494,井の頭公園駅,35.697514,139.58275,26.38333333333333,13.2 km,37.11666666666667,21.4 km,31.88333333333333,16.1 km,35.0,18.9 km,40.56666666666667,27.0 km,43.08333333333334,26.8 km,"35.697514, 139.58275"
495,港町駅,35.5349,139.71257,38.68333333333333,29.5 km,25.25,20.7 km,31.716666666666665,25.4 km,43.65,32.9 km,30.066666666666666,24.4 km,28.9,18.0 km,"35.5349, 139.71257"
496,ハートアイランド南,35.76860999999999,139.749,29.0,14.8 km,25.41666666666667,19.3 km,31.566666666666666,18.2 km,20.983333333333334,9.7 km,23.63333333333333,8.6 km,39.16666666666666,19.5 km,"35.76860999999999, 139.749"
497,上馬,35.6371,139.6643,22.18333333333333,9.0 km,17.566666666666666,14.8 km,9.883333333333333,4.5 km,27.7,13.6 km,22.4,18.5 km,22.73333333333333,15.0 km,"35.6371, 139.6643"
498,つつじヶ丘駅,35.657986,139.57501000000002,32.13333333333333,13.5 km,39.68333333333333,22.5 km,37.083333333333336,16.3 km,40.2,19.1 km,43.11666666666667,28.1 km,45.65,27.9 km,"35.657986, 139.57501000000002"
499,京急川崎駅,35.53299000000001,139.70087,45.06666666666667,20.4 km,30.766666666666666,19.0 km,40.13333333333333,22.7 km,48.03333333333333,34.0 km,35.583333333333336,22.7 km,35.48333333333333,12.8 km,"35.53299000000001, 139.70087"
500,巽橋,35.7203,139.8584,30.766666666666666,25.8 km,19.9,14.0 km,35.63333333333333,30.4 km,25.05,22.0 km,22.03333333333333,11.8 km,28.23333333333333,22.3 km,"35.7203, 139.8584"
501,中村南3丁目,35.729079999999996,139.64075,24.83333333333333,8.9 km,34.73333333333333,18.8 km,31.4,14.6 km,23.93333333333333,7.7 km,41.71666666666667,14.0 km,42.61666666666667,25.3 km,"35.72908, 139.64075"
502,京成上野駅,35.71120999999999,139.77354,30.16666666666667,8.6 km,14.933333333333335,3.6 km,24.566666666666666,14.5 km,27.08333333333333,10.9 km,1.6333333333333333,0.3 km,21.48333333333333,11.7 km,"35.71120999999999, 139.77354"
503,国際展示場駅,35.634514,139.79164,25.53333333333333,17.9 km,12.1,9.1 km,20.33333333333333,12.0 km,28.2,21.4 km,16.916666666666668,12.8 km,16.8,8.5 km,"35.634514, 139.79164"
504,新木場駅,35.64591,139.8268,33.96666666666667,18.5 km,14.4,10.9 km,22.766666666666666,17.2 km,31.43333333333333,31.2 km,17.883333333333333,14.7 km,22.4,12.0 km,"35.64591, 139.8268"
505,東京テレポート駅,35.627235,139.77872,26.966666666666665,17.7 km,13.533333333333333,8.9 km,21.766666666666666,11.8 km,31.93333333333333,21.1 km,18.35,12.6 km,19.4,7.8 km,"35.627235, 139.77872"
506,鹿浜三丁目交差点,35.778503,139.75673999999998,29.93333333333333,18.9 km,28.11666666666667,21.5 km,32.5,22.1 km,21.91666666666667,13.7 km,26.266666666666666,9.6 km,41.78333333333333,20.6 km,"35.778503, 139.75673999999998"
507,永安寺前,35.62403,139.6083,30.48333333333333,15.3 km,26.98333333333333,21.0 km,18.716666666666665,10.6 km,36.53333333333333,19.8 km,31.8,24.7 km,50.88333333333333,17.2 km,"35.62403, 139.6083"
508,整備場駅,35.555088,139.75336000000001,37.016666666666666,22.8 km,18.3,17.4 km,24.78333333333333,22.1 km,36.7,29.6 km,23.13333333333333,21.1 km,21.966666666666665,14.7 km,"35.555088, 139.75336"
509,青砥駅入口,35.74529000000001,139.8545,36.03333333333333,25.2 km,23.816666666666666,15.2 km,34.13333333333333,25.5 km,30.316666666666666,21.4 km,26.216666666666665,9.7 km,33.48333333333333,21.7 km,"35.74529000000001, 139.8545"
510,妙典駅,35.691044,139.92441000000002,34.98333333333333,29.0 km,22.766666666666666,19.0 km,33.083333333333336,29.3 km,36.16666666666666,29.4 km,32.28333333333333,18.4 km,32.43333333333333,25.5 km,"35.691044, 139.92441000000002"
511,鹿骨五丁目,35.71505399999999,139.8861,40.9,22.4 km,21.33333333333333,14.9 km,34.06666666666667,24.1 km,34.916666666666664,25.9 km,30.83333333333333,14.3 km,31.0,21.3 km,"35.71505399999999, 139.8861"
512,二子新地駅,35.606956,139.6225,33.78333333333333,14.6 km,31.566666666666666,21.5 km,27.53333333333333,10.0 km,45.35,19.1 km,36.38333333333333,25.2 km,46.65,16.1 km,"35.606956, 139.6225"
513,市場前駅,35.645733,139.78569,27.73333333333333,17.6 km,14.483333333333333,6.2 km,20.383333333333333,14.0 km,27.966666666666665,21.2 km,17.566666666666666,8.9 km,20.516666666666666,8.8 km,"35.645733, 139.78569"
514,松島三丁目,35.71107999999999,139.86177,39.56666666666667,20.3 km,20.0,12.7 km,30.98333333333333,23.7 km,30.91666666666667,23.9 km,27.88333333333333,13.8 km,29.66666666666667,19.2 km,"35.71107999999999, 139.86177"
515,天神橋,35.72340900000001,139.671234,21.03333333333333,5.8 km,29.75,13.2 km,33.3,10.7 km,16.6,4.3 km,33.43333333333333,10.6 km,39.16666666666666,20.2 km,"35.723409000000004, 139.671234"
516,ひばりヶ丘駅,35.75142,139.54578,51.88333333333333,17.5 km,56.9,33.5 km,59.53333333333333,23.1 km,55.9,18.6 km,61.65,32.1 km,66.31666666666666,40.6 km,"35.75142, 139.54578"
517,上野御徒町駅,35.707966,139.77338,28.066666666666666,8.3 km,12.983333333333333,3.3 km,23.83333333333333,14.3 km,24.98333333333333,10.6 km,2.933333333333333,0.7 km,20.766666666666666,11.6 km,"35.707966, 139.77338"
518,放射１１号舎人,35.808437,139.76994,32.8,21.8 km,30.91666666666667,24.5 km,35.28333333333333,25.2 km,24.7,16.7 km,33.05,12.0 km,39.36666666666667,31.0 km,"35.808437, 139.76994"
519,方南町,35.683487,139.65791000000002,13.233333333333333,5.4 km,23.41666666666667,13.6 km,18.183333333333334,8.3 km,20.65,8.4 km,26.85,19.3 km,29.38333333333333,19.0 km,"35.683487, 139.65791000000002"
520,駒沢中学校停留所,35.63695,139.656,22.78333333333333,9.3 km,21.33333333333333,15.3 km,13.65,5.0 km,31.2,15.0 km,26.15,19.0 km,26.5,15.5 km,"35.63695, 139.656"
521,佐野センター前,35.78788,139.8415,38.31666666666667,27.5 km,26.11666666666667,17.5 km,41.3,29.9 km,30.716666666666665,21.4 km,29.58333333333333,13.6 km,35.78333333333333,24.0 km,"35.78788, 139.8415"
522,バス停　成城８丁目,35.64895999999999,139.5922,32.083333333333336,13.2 km,35.53333333333333,24.1 km,27.266666666666666,13.7 km,40.15,18.9 km,40.35,27.8 km,40.7,24.2 km,"35.64895999999999, 139.5922"
523,南鳩ヶ谷駅,35.816257,139.73615,35.85,23.1 km,33.96666666666667,25.8 km,38.35,26.5 km,27.75,18.0 km,35.63333333333333,19.0 km,42.41666666666666,32.2 km,"35.816257, 139.73615"
524,亀有五丁目,35.767246,139.84576,37.73333333333333,25.4 km,25.53333333333333,15.4 km,35.85,25.7 km,31.066666666666666,18.9 km,28.8,10.5 km,35.2,21.9 km,"35.767246, 139.84576"
525,扇橋二丁目,35.68347,139.8157,33.166666666666664,14.8 km,13.583333333333336,7.2 km,26.316666666666666,16.4 km,26.98333333333333,17.6 km,21.816666666666666,6.6 km,23.25,13.7 km,"35.68347, 139.8157"
526,行徳駅,35.682606,139.91414,38.16666666666666,30.3 km,25.95,20.3 km,36.266666666666666,30.6 km,39.35,30.7 km,35.46666666666667,19.7 km,35.61666666666667,26.8 km,"35.682606, 139.91414"
527,上篠崎,35.713974,139.9021,38.31666666666667,26.0 km,26.1,16.0 km,36.41666666666666,26.3 km,39.85,28.5 km,35.6,15.4 km,35.766666666666666,22.5 km,"35.713974, 139.9021"
528,雷上組,35.66009000000001,139.8846,34.73333333333333,25.8 km,22.516666666666666,15.8 km,29.13333333333333,23.9 km,37.9,30.3 km,26.016666666666666,19.6 km,30.16666666666667,19.0 km,"35.66009000000001, 139.8846"
529,南行徳駅,35.672714,139.90222,40.333333333333336,30.2 km,26.61666666666667,16.5 km,34.71666666666667,28.3 km,44.4,38.2 km,30.1,20.4 km,35.766666666666666,23.4 km,"35.672714, 139.90222"
530,南砂4丁目住宅,35.6735,139.8323,35.81666666666667,14.8 km,16.25,7.2 km,28.98333333333333,16.5 km,29.65,17.7 km,19.733333333333334,11.1 km,25.91666666666667,13.7 km,"35.6735, 139.8323"
531,成城八丁目,35.64755,139.59486,28.9,13.8 km,33.5,23.4 km,25.25,13.1 km,37.516666666666666,19.5 km,38.333333333333336,27.1 km,57.31666666666667,18.2 km,"35.64755, 139.59486"
532,上池上,35.58876,139.6965,31.03333333333333,14.1 km,23.8,15.7 km,28.18333333333333,9.2 km,39.4,24.9 km,28.61666666666667,19.4 km,28.13333333333333,8.5 km,"35.58876, 139.6965"
533,内幸町駅,35.669395,139.75533000000001,20.35,6.4 km,6.216666666666668,2.5 km,12.166666666666664,5.8 km,24.16666666666667,12.6 km,11.8,7.1 km,17.8,6.7 km,"35.669395, 139.75533"
534,朝霞台駅,35.814552,139.58708000000001,46.1,25.0 km,44.21666666666667,27.7 km,48.58333333333334,28.3 km,38.36666666666667,19.9 km,48.96666666666667,26.3 km,53.61666666666667,34.7 km,"35.814552, 139.58708"
535,舞浜駅,35.636154,139.88388,34.63333333333333,26.1 km,22.43333333333333,16.1 km,29.03333333333333,24.2 km,38.71666666666667,34.0 km,25.91666666666667,19.9 km,32.166666666666664,18.7 km,"35.636154, 139.88388"
536,北砂五,35.684063,139.83298,38.65,16.3 km,24.86666666666667,6.9 km,30.48333333333333,18.5 km,37.86666666666667,26.1 km,26.85,7.8 km,28.75,15.2 km,"35.684063, 139.83298"
537,総合レクリエーション公園,35.66149,139.8578,35.3,25.7 km,23.1,15.7 km,29.7,23.8 km,30.566666666666666,27.9 km,27.53333333333333,17.7 km,30.75,18.9 km,"35.66149, 139.8578"
538,都電雑司ヶ谷駅,35.72404,139.71774,16.833333333333332,4.5 km,16.633333333333333,9.1 km,25.816666666666666,7.9 km,9.483333333333333,2.3 km,21.383333333333333,7.7 km,26.03333333333333,16.2 km,"35.72404, 139.71774"
